timestamp,user_id,status,verified,work_code,raw_data
"2025-10-14 19:00:07","3470002","Keluar","1","0","3470002	2025-10-14 19:00:07	5	1	0	0	0	0	0	0"
"2025-10-14 19:07:21","3470004","Keluar","1","0","3470004	2025-10-14 19:07:21	5	1	0	0	0	0	0	0"
"2025-10-14 20:45:23","3470007","Keluar","1","0","3470007	2025-10-14 20:45:23	5	1	0	0	0	0	0	0"
"2025-10-14 21:01:56","3470005","Keluar","1","0","3470005	2025-10-14 21:01:56	5	1	0	0	0	0	0	0"
"2025-10-15 13:10:42","3470009","Masuk","1","0","3470009	2025-10-15 13:10:42	0	1	0	0	0	0	0	0"
"2025-10-15 13:10:52","3470014","Masuk","1","0","3470014	2025-10-15 13:10:52	0	1	0	0	0	0	0	0"
"2025-10-15 13:11:06","3470010","Masuk","1","0","3470010	2025-10-15 13:11:06	0	1	0	0	0	0	0	0"
"2025-10-15 13:11:14","3470012","Masuk","1","0","3470012	2025-10-15 13:11:14	0	1	0	0	0	0	0	0"
"2025-10-15 13:14:20","3470015","Masuk","1","0","3470015	2025-10-15 13:14:20	0	1	0	0	0	0	0	0"
"2025-10-15 13:14:31","3470003","Masuk","1","0","3470003	2025-10-15 13:14:31	0	1	0	0	0	0	0	0"
"2025-10-15 13:14:39","3470006","Masuk","1","0","3470006	2025-10-15 13:14:39	0	1	0	0	0	0	0	0"
"2025-10-15 13:17:51","3470005","Masuk","1","0","3470005	2025-10-15 13:17:51	0	1	0	0	0	0	0	0"
"2025-10-15 13:18:34","3470001","Masuk","1","0","3470001	2025-10-15 13:18:34	0	1	0	0	0	0	0	0"
"2025-10-15 13:46:23","3470007","Masuk","1","0","3470007	2025-10-15 13:46:23	0	1	0	0	0	0	0	0"
"2025-10-15 13:46:25","3470007","Masuk","1","0","3470007	2025-10-15 13:46:25	0	1	0	0	0	0	0	0"
"2025-10-15 14:10:38","3470013","Masuk","1","0","3470013	2025-10-15 14:10:38	0	1	0	0	0	0	0	0"
"2025-10-15 15:10:30","3470006","Keluar","1","0","3470006	2025-10-15 15:10:30	1	1	0	0	0	0	0	0"
"2025-10-15 15:15:01","3470021","Keluar","1","0","3470021	2025-10-15 15:15:01	1	1	0	0	0	0	0	0"
"2025-10-15 15:15:09","3470005","Keluar","1","0","3470005	2025-10-15 15:15:09	1	1	0	0	0	0	0	0"
"2025-10-15 15:16:09","3470015","Keluar","1","0","3470015	2025-10-15 15:16:09	1	1	0	0	0	0	0	0"
"2025-10-15 15:20:10","3470014","Keluar","1","0","3470014	2025-10-15 15:20:10	1	1	0	0	0	0	0	0"
"2025-10-15 15:20:29","3470013","Keluar","1","0","3470013	2025-10-15 15:20:29	1	1	0	0	0	0	0	0"
"2025-10-15 15:20:38","4470008","Keluar","1","0","4470008	2025-10-15 15:20:38	1	1	0	0	0	0	0	0"
"2025-10-15 15:21:07","3470012","Keluar","1","0","3470012	2025-10-15 15:21:07	1	1	0	0	0	0	0	0"
"2025-10-15 15:21:22","3470010","Keluar","1","0","3470010	2025-10-15 15:21:22	1	1	0	0	0	0	0	0"
"2025-10-15 15:21:41","3470007","Keluar","1","0","3470007	2025-10-15 15:21:41	1	1	0	0	0	0	0	0"
"2025-10-15 15:21:44","3470007","Keluar","1","0","3470007	2025-10-15 15:21:44	1	1	0	0	0	0	0	0"
"2025-10-15 15:22:07","3470017","Keluar","1","0","3470017	2025-10-15 15:22:07	1	1	0	0	0	0	0	0"
"2025-10-15 15:22:13","3470009","Keluar","1","0","3470009	2025-10-15 15:22:13	1	1	0	0	0	0	0	0"
"2025-10-15 15:22:48","3470002","Keluar","1","0","3470002	2025-10-15 15:22:48	1	1	0	0	0	0	0	0"
"2025-10-15 15:25:03","3470004","Keluar","1","0","3470004	2025-10-15 15:25:03	1	1	0	0	0	0	0	0"
"2025-10-15 15:26:03","4470009","Keluar","1","0","4470009	2025-10-15 15:26:03	1	1	0	0	0	0	0	0"
"2025-10-15 15:26:11","4470007","Keluar","1","0","4470007	2025-10-15 15:26:11	1	1	0	0	0	0	0	0"
"2025-10-15 15:26:19","4470004","Keluar","1","0","4470004	2025-10-15 15:26:19	1	1	0	0	0	0	0	0"
"2025-10-15 15:28:31","3470001","Keluar","1","0","3470001	2025-10-15 15:28:31	1	1	0	0	0	0	0	0"
"2025-10-15 16:02:41","3470003","Keluar","1","0","3470003	2025-10-15 16:02:41	1	1	0	0	0	0	0	0"
"2025-10-16 10:04:07","3470015","Masuk","1","0","3470015	2025-10-16 10:04:07	0	1	0	0	0	0	0	0"
"2025-10-16 11:55:20","3470004","Masuk","1","0","3470004	2025-10-16 11:55:20	0	1	0	0	0	0	0	0"
"2025-10-16 12:08:20","4470005","Masuk","1","0","4470005	2025-10-16 12:08:20	0	1	0	0	0	0	0	0"
"2025-10-16 12:08:33","3470010","Masuk","1","0","3470010	2025-10-16 12:08:33	0	1	0	0	0	0	0	0"
"2025-10-16 12:08:43","3470012","Masuk","1","0","3470012	2025-10-16 12:08:43	0	1	0	0	0	0	0	0"
"2025-10-16 12:08:52","3470009","Masuk","1","0","3470009	2025-10-16 12:08:52	0	1	0	0	0	0	0	0"
